,tweet_id_str,date_time,location,tweet_text
25,1529597787952009216,2022-05-25 22:58:25,Oman,Muscular dystrophy - Help a poor brother with wheelchair and for treatment https://t.co/X6ljqdnlfG
26,1529596685680508928,2022-05-25 22:54:03,Kenya,"Pure Canola Oil for Ksh850.00 @ Per Litre in Zimmerman. 
Order : https://t.co/HYzbCEbFew
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/sW7ojOAA3k"
27,1529595678225485824,2022-05-25 22:50:02,Kenya,"Coriander for Ksh140.00 @ kg in Nairobi. price negotiable if collected
Order : https://t.co/k1VsUH89by
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/bljoLcSDu4"
28,1529594678097899520,2022-05-25 22:46:04,Kenya,"Kienyeji Chicken for Ksh800.00 @ Bird in Nairobi. Quality Premium Meat
Order : https://t.co/NiFukn0RJT
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/TK3Nfhl6Hk"
29,1529594194813407232,2022-05-25 22:44:09,Kenya,"cabbages for Ksh20.00 @ per head in meru. ready to harvest
Order : https://t.co/izfEY3dQJz
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/EklmJIH4Qj"
30,1529593668327591937,2022-05-25 22:42:03,Kenya,"Chicken for Ksh900.00 @ per hen in Sagana. Clearance Sale, Farm is located along Nyeri-Nairobi Highway
Order : https://t.co/0l1PuxIhap
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/DXAWgBuI48"
31,1529593171671662592,2022-05-25 22:40:05,Kenya,"Cabbage for Ksh30.00 @ per head in Nakuru. Organically grown, very tasty and fresh and ready to go
Order : https://t.co/qaLnn0NEe5
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/ZbHTnFFaZG"
32,1529592654765649920,2022-05-25 22:38:02,Kenya,"Red and White Onions for Ksh70.00 @ kg in Nairobi Kitengela. 
Order : https://t.co/deEeQ6CUk7
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/a6LSaKMQj3"
33,1529592166602813440,2022-05-25 22:36:05,Kenya,"Pigs for Ksh30,000.00 @ Boar in Limuru. We sell high quality/prolific breeds
Order : https://t.co/HnQaJdD7Wz
Use App : https://t.co/L7r2SzlhJl
AD: https://t.co/DdPensXZNk https://t.co/Wgqa4Q8b9X"
34,1529591647696486401,2022-05-25 22:34:01,Kenya,"Original seeds and corn planter for Ksh28,000.00 @ Machine in Nairobi. Ideal manual planters available
Order : https://t.co/klfY1pmqCN
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/jKBudjIOrV"
35,1529591309178228742,2022-05-25 22:32:41,"Nairobi, Kenya",Please arrest RAILA ODINGA because he has been using a chopper and 20 government vehicles to campaign - DIDMUS BARASA says https://t.co/PKtEv4SWDj
36,1529590766779113474,2022-05-25 22:30:31,,Why President Uhuru Kenyatta will not be part of Azimio campaign trail- Murathe.                                         Great advise to Preso Uhuru. Couldnt cast his lot with a sore looser.
37,1529590274816675841,2022-05-25 22:28:34,Kenya,"•Children, women and the elderly are dying of hunger in the banditry-prone areas •Humanitarian agencies cannot access the volatile areas to rescue the suffering victims https://t.co/mVD5lOMFyO"
38,1529590137977700352,2022-05-25 22:28:01,Kenya,"cabbage for Ksh30.00 @ piece in kitale. small cabbages have different prices
Order : https://t.co/Ob6kmHd0Ce
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/FOqP8LEEa4"
39,1529589644903391234,2022-05-25 22:26:04,Kenya,"Eggs Incubator for Ksh12,500.00 @ Per Equipment in Nairobi. 60 eggs AC/DC incubators
Order : https://t.co/fxQRoq12bN
Use App : https://t.co/L7r2SzlhJl
AD: https://t.co/DdPensXZNk https://t.co/vO10Zb0AdN"
40,1529588799440928770,2022-05-25 22:22:42,"Lweza - Wakiso,  Uganda","Sights and sounds of income, a kisenyi based market vendor sorting out passion fruits from a basket as he waits for potential customers. The market located in the downtown area of Kampala city.
""The Economy""

Photo by : ©JOSHUA VICTOR SEMAGANDA
 #everydayphoto
#ourstreets https://t.co/hgrtUkXHBa"
41,1529587623874146306,2022-05-25 22:18:02,Kenya,"Gravelia Trees for Ksh120.00 @ Seedling in Dagorreti in Nairobi. Gravelia robusta ready to plant very good for arid areas it brings the tranqulity free delivery within nairobi
Order : https://t.co/jDayoGhrYQ
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/3s6mrD6nPl"
42,1529587128824627200,2022-05-25 22:16:04,Kenya,"Cabbages, Sukuma, Spinach for Ksh80.00 @ Cabbage, Bunch Of Sukuma, Bunch Of Spinach in Machakos. 
Order : https://t.co/GOdFUgURV3
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/txDtI3QjNx"
43,1529586866193895424,2022-05-25 22:15:01,Kenya,Under-and-malnutrition unsustainable ICC-Indicted Uhuru&amp;#8217;s Sanctioned hunger-tortures political-legal abuses p https://t.co/JG5uxhr3eo https://t.co/o1ZeTWmt9w
44,1529586112288952320,2022-05-25 22:12:02,Kenya,"Red capsicum for Ksh200.00 @ KG in Nairobi. Fresh capsicum direct from the farm at discounted prices
Order : https://t.co/1hTZGty233
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/gRt05SE91Z"
45,1529585609693892608,2022-05-25 22:10:02,Kenya,"Ndengu for Ksh10,000.00 @ 100Kg Bag in Nyeri. Very clean ndengu, make your reservations through texting the above mentioned number.
Order : https://t.co/VNIRskvG8k
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/8WVlLcGlBE"
46,1529585108516499456,2022-05-25 22:08:02,Kenya,"Natural Honey for Ksh700.00 @ Per Kg in Nairobi. 
Order : https://t.co/8Ep2suwWKb
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/052MGDsNIP"
47,1529584951640858626,2022-05-25 22:07:25,Kenya,Day light robbery and people are dying of hunger... https://t.co/xjdnJ6WOet
48,1529584600833736704,2022-05-25 22:06:01,Kenya,"Watermelons for Ksh25.00 @ Kg in Nairobi / Kibwezi. Selling quality watermelons freshly harvested at 25 ksh per kg.
Order : https://t.co/7RHKjWFgY7
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/MF7sPQsdkw"
49,1529583606615756800,2022-05-25 22:02:04,Kenya,"Chicken Feeders for Ksh400.00 @ Per Feeder in Imara Daima. 
Order : https://t.co/oZrn2unS6r
Use App : https://t.co/L7r2Sz3GRN
AD: https://t.co/DdPensGoVM https://t.co/ctTmpd1Glp"
50,1529582815637131265,2022-05-25 21:58:56,NGORA DISTRICT (UGANDA),"Quran 5: 32: “and whoever saves a life is as though he had saved all mankind”.

In my Home area, due poverty, Hundreds of Primary Pupils go to School with BOOKS,PENS,UNIFORM  and Study on empty Stomach upto 5pm.

The parents depend on Cultivation, for three years 2021,2020,2019,t"
51,1529582198361317376,2022-05-25 21:56:29,Kenya,This economy and the current safety can't allow you to have baby fever for years ☻️💀
52,1529581582847451136,2022-05-25 21:54:02,Kenya,"Kienyeji eggs for Ksh400.00 @ tray in Ngong town. 1 tray per day quality kienyeji eggs guaranteed
Order : https://t.co/Rs3HV9VReo
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/ThiHJWuIuW"
53,1529581081317367808,2022-05-25 21:52:02,Kenya,"Dry Maize for Ksh100.00 @ kg in Nairobi. Great for Githeri or maize flour
Order : https://t.co/VxmMWhVDod
Use App : https://t.co/L7r2SzlhJl
AD: https://t.co/DdPensXZNk https://t.co/1UVD3kCake"
54,1529580582677917696,2022-05-25 21:50:03,Kenya,"maize for Ksh3,700.00 @ 90kg bag in nairobi. 
Order : https://t.co/Biudh8jNQs
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/gFCvzIRHqg"
55,1529579580926967810,2022-05-25 21:46:04,"Kiserian, Kenya",Do not miss the chance to be the first holders of $VBS token - @metavibes_ai 🚀🚀🚀 https://t.co/7GfdEocSdr #metavibes #metaverse #airdrop @2105_NFT @Sekira_NFT @TheTribe_NFT
56,1529579271391686656,2022-05-25 21:44:51,Ethiopia,"Nice to know American/Western Bank.

We understand what that means. Still use an African as the face of hunger.

There's nothing called World ""bank"" that belongs to all humanity. That's a deception.

Focus Africans. https://t.co/iJi42oyF8A"
57,1529579188264570883,2022-05-25 21:44:31,"Kampala, Uganda","In this economy, in this century, then umeme supplements with load shading since morning in the capital city.... But why?? Will you really go to heaven?? @UmemeLtd"
58,1529579066659323904,2022-05-25 21:44:02,Kenya,"tomatoes for Ksh10.00 @ each in Nairobi. 
Order : https://t.co/GT99BPxUhh
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/OVG8vo4kUJ"
59,1529578689075240960,2022-05-25 21:42:32,"Nakuru, Kenya",There are no virgins in kenya because UHURUTO economy has fucked us all😪😪
60,1529578158281723904,2022-05-25 21:40:25,Ethiopia,"TPLF, OLF, PP: Psychopaths and Group Narcissists Perpetuating War, Chaos, Misery and Poverty 
The Biden Admin SADISTIC ALLIANCE w/TPLF SAVAGES &amp;GENOCIDAL GOVT OF ABIY AHMED 2EXTERMINATE AMHARAS 
⁦@POTUS⁩ ⁦@SenateForeign⁩ ⁦@HouseForeign⁩  https://t.co/Wt4MqyGYwJ"
61,1529578064690450432,2022-05-25 21:40:03,Kenya,"strawberries for Ksh150.00 @ punnet in Nyandarua. 
Order : https://t.co/0UR3f9fQ4T
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/nEEGQbnTD3"
62,1529577540846866436,2022-05-25 21:37:58,"Eldoret, Kenya","Please, use your body to advance in life if you're attractive. People use their brains all the time and they're praised for it as if it's not part of the body.

Morals are for poor people. Fashion weapons against poverty."
63,1529577304854241280,2022-05-25 21:37:02,Kenya,Why Psycopath-Homicide 'Human-Sacrifice-Ceremony' Death-Ritual Psychic-Cannibal-Vampire Parasitic-Witches and 'World's Homosexual Capital' Jews Suck : Uhuru's Organized-Crime Economy-Cartels Trousered-Apes Monkey-Biz Subversion of Justice Circus Puppete... https://t.co/DXpi4i4J2D
64,1529576054024978432,2022-05-25 21:32:04,Kenya,"Onions for Ksh60.00 @ Kg in MT Elgon. 
Order : https://t.co/temSyTxeFy
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/z3C7Qoo5D8"
65,1529575408752017408,2022-05-25 21:29:30,"Nairobi, Kenya",Raila kicks off campaign in Western Kenya https://t.co/wYe8dTNmQo
66,1529575149606952960,2022-05-25 21:28:28,Entebbe,"In certain young people today, I notice what I find increasingly troubling:
A hunger to take and take but never give;
A massive sense of entitlement;
An inability to show gratitude
An ease with dishonesty and pretension and selfishness that is couched in the language of self care"
67,1529574935793901571,2022-05-25 21:27:37,"Nairobi, Kenya",Nelson Havi: Raila Odinga and Martha Karua played a pivotal role in the second liberation. No more liberation or reform is needed. Who between them and us wants to improve the economy? Who wants to amend the constitution to share power? That is why he should not be President. https://t.co/ptbrexB6Dz
68,1529574032428834816,2022-05-25 21:24:02,Kenya,"oyster mushroom for Ksh150.00 @ .25 in kitengela. 
Order : https://t.co/fGSM8irf6D
Use App : https://t.co/L7r2SzlhJl
AD: https://t.co/DdPensXZNk https://t.co/I1qtjiYE8O"
69,1529573645231788032,2022-05-25 21:22:29,"Nairobi, Kenya","Our digital economy needs more than infrastructure investment ~ @mugokibati, CEO, @TelkomKenya https://t.co/jF7pFlufYG"
70,1529573530148704256,2022-05-25 21:22:02,Kenya,"Yellow Beans for Ksh8,000.00 @ Bag in Nyahururu. Quality yellow beans
Order : https://t.co/WT8ukB22X3
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/UYdUYnk8Iy"
71,1529573038312026112,2022-05-25 21:20:05,Kenya,"Eggs for Ksh315.00 @ Per Crate in Nairobi. 
Order : https://t.co/p3B1AMuDKn
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/AeYF0YGkJP"
72,1529572521670246401,2022-05-25 21:18:01,Kenya,"Eggs for Ksh300.00 @ Per Tray in Kilifi. 
Order : https://t.co/VrYTlhkCHN
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/M50VBD7TwP"
73,1529572369232166912,2022-05-25 21:17:25,Ethiopia,The Amhara regional state government has engaged in ethnic cleansing campaign against the Wollo Oromos. @USEmbassyAddis @amnestyusa @hrw @StateDept @SFRCdems @CNN @BBCWorld @FRANCE24 @Reuters #OromoVoice #StopWarOnOromia
74,1529572262856183808,2022-05-25 21:17:00,"Little Rock, Ark.","Gov. @GregAbbott_TX, R-#Texas, attended a fundraiser for his reelection campaign Tuesday night in #EastTexas, just hours after the #Uvalde school shooting. The shooting killed 19 children and two teachers. https://t.co/0HfwaepzAZ https://t.co/Slyp58I6Eu"
75,1529571965291347968,2022-05-25 21:15:49,"Nairobi, Kenya","James Smart: Why can’t he (Raila Odinga) be President then:
Nelson Havi: His campaign (Raila Odinga) is based on false promises. We need issue based campaigns. We have offered…to improve the welfare of everybody at the bottom of the social economic strata. https://t.co/PrLLUxsZFN"
76,1529571014216232960,2022-05-25 21:12:02,Kenya,"puppies for Ksh15,000.00 @ 🐕 in Nairobi. well vaccinated puppies available
Order : https://t.co/EldkGBTbeA
Use App : https://t.co/L7r2Sz3GRN
AD: https://t.co/DdPensGoVM https://t.co/DhuAfgAMM6"
77,1529570511021551617,2022-05-25 21:10:02,Kenya,"Onions for Ksh46.00 @ Kg in Nairobi. Dry red neptune F1 onions
Order : https://t.co/1URaY702Lo
Use App : https://t.co/L7r2Sz4eHl
AD: https://t.co/DdPensGWLk https://t.co/l15C9wEi6a"
78,1529569002737254400,2022-05-25 21:04:02,Kenya,"Layer Cages for Ksh128,000.00 @ Per Equipment in Roysambu. Quality layer caged with sliding doors
Order : https://t.co/EoZzQDbc0n
Use App : https://t.co/L7r2Sz4eHl https://t.co/fDuer4O0mp"
79,1529568488578236416,2022-05-25 21:02:00,"Little Rock, Ark.",More people seeking financial assistance as grocery prices increase. https://t.co/YtszEYxcwf https://t.co/HuM35CMU88
80,1529567998469894144,2022-05-25 21:00:03,Kenya,"Lake Victoria Fish for Ksh0.00 @ Piece in Ruaka. Stock Available and we can also deliver 
Order : https://t.co/cFdUWB2YNy
Use App : https://t.co/L7r2Sz4eHl https://t.co/6zC5ii28ua"
81,1529567990127403008,2022-05-25 21:00:01,Kenya,"-SPONSORED-
Dried Mangoes for Ksh1.00 @ Gram in Chuka. We are selling 100@% naturally dried mangoes. No sugar added At just 1bob per gram. Make your orders today. We also sell on wholesale.
Call : 0723562445. 
Order : https://t.co/KPnbPkk3Ta
Use App : https://t.co/L7r2Sz4eHl https://t.co/iVdeEz1mnj"
82,1529567679920717825,2022-05-25 20:58:47,"Kampala, Uganda","I wonder why African politicians always use the phrase ""I will get you out of poverty"" which is always pointless because they always do the opposite. 

And instead embezzle the little there."
83,1529567079568773121,2022-05-25 20:56:24,Kenya,"Azimions won't ask Chairman Mao of Azimio to account for the 500,000 acres of land he owns, but are busy breaking the internet over DP Ruto's 2,500 acres.
If they try, the funding of their campaign will be cut and they will be back to ""No Raila no peace""."
84,1529566486196789249,2022-05-25 20:54:02,Kenya,"onions for Ksh45.00 @ kg in nyeri. contact for more information
Order : https://t.co/OP7DEEJaMd
Use App : https://t.co/L7r2Sz4eHl
Express Way | https://t.co/DdPensGWLk https://t.co/VxRSsKSf4e"
85,1529565986440957952,2022-05-25 20:52:03,Kenya,"Honey for Ksh750.00 @ KG in Juja. 
Order : https://t.co/SRYI1CuxkB
Use App : https://t.co/L7r2SzlhJl
Express Way | https://t.co/DdPensXZNk https://t.co/mSezgFObS3"
86,1529565834657529864,2022-05-25 20:51:27,Oman,BPharma - I am in desperate need of funds for paying my 2nd yr B pharm fees - Kindly support me https://t.co/sR98U7Mcz0
87,1529565653149134850,2022-05-25 20:50:44,Oman,"Bright orphan student, Shabeeb T. seeks monetary help to pay second year https://t.co/9MDUhKiJox. Nursing fee. https://t.co/rG8h5IeQnC"
88,1529565481929261057,2022-05-25 20:50:03,Oman,AMP's Mission of Feeding the Poor and Needy! https://t.co/7Oibn7SzH4
89,1529565475075923968,2022-05-25 20:50:01,Kenya,"Managu for Ksh50.00 @ kg in Nairobi Kitengela. 
Order : https://t.co/blf3lnXhFD
Use App : https://t.co/L7r2Sz4eHl
Express Way | https://t.co/DdPensGWLk https://t.co/rytX3Cg2yC"
90,1529565421212508161,2022-05-25 20:49:49,Oman,Support Higher Education - Empower Lives! https://t.co/kWYkJK0hqD
91,1529565178546860034,2022-05-25 20:48:51,Oman,Free ambulance service needs help with stretcher bed and first aid kits https://t.co/68jNaZmE3X
92,1529564976717111296,2022-05-25 20:48:03,Kenya,"Pure Natural Honey From Baringo for Ksh350.00 @ Per 500g in Nakuru. Pure organic honey tested by ICIPE
Order : https://t.co/FHeRqWERX4
Use App : https://t.co/L7r2Sz4eHl
Express Way | https://t.co/DdPensGWLk https://t.co/YcvI00fufh"
93,1529564829316534275,2022-05-25 20:47:27,Oman,Help poor Brother Mohammed to buy a used car https://t.co/6QiSX8LPO2
94,1529564701402750983,2022-05-25 20:46:57,Oman,MBBS - Help brother Akram Ansari to continue his medical studies https://t.co/tZ7n3lKU6D
95,1529564596570398722,2022-05-25 20:46:32,Oman,Help a desperate and needy sister set up her small garment business to generate an income for her family https://t.co/2TIn61HBEG
96,1529564471810981888,2022-05-25 20:46:02,Kenya,"Kienyenji Chicken for Ksh500.00 @ Piece in Thika. John
Order : https://t.co/w6UFu1QxZW
Use App : https://t.co/L7r2Sz4eHl
Express Way | https://t.co/DdPensGWLk https://t.co/kL51vQZYvW"
97,1529564281871732737,2022-05-25 20:45:17,Oman,Help a poor brother for his Livelihood - Help brother Naseem buy a used Auto Rickshaw https://t.co/HaXDGh9x3k
98,1529564088401121280,2022-05-25 20:44:31,Oman,A needy sister seeks support for a sewing machine https://t.co/5uzkFSJdm1
99,1529563970444886016,2022-05-25 20:44:03,Kenya,"Kienyeji Eggs for Ksh450.00 @ Per Crate in Nairobi. 
Order : https://t.co/qNOpe97MIG
Use App : https://t.co/L7r2Sz4eHl
Express Way | https://t.co/DdPensGWLk https://t.co/WiYOnEWRxp"
100,1529563812801683458,2022-05-25 20:43:25,Kenya,"There are concerns UDA, Ford Kenya and ANC are receiving preferential treatment. https://t.co/OmwXCC4HT7"
101,1529563464725049344,2022-05-25 20:42:02,Kenya,"herbs like basil mint thyme Rosemary for Ksh250.00 @ per kg in juja. 
Order : https://t.co/flBS6mbbxj
Use App : https://t.co/L7r2Sz4eHl
Express Way | https://t.co/DdPensGWLk https://t.co/qcgIaI5UtP"
102,1529563058498043906,2022-05-25 20:40:25,Oman,Help old  Lady for Urgent  Eyes Operation https://t.co/msTfabpgjQ
103,1529562968744247301,2022-05-25 20:40:04,Kenya,"cabbage for Ksh20.00 @ 1 head in Nyamira. kiboko f1 cabbage variety
Order : https://t.co/tS2Ghzq1A8
Use App : https://t.co/L7r2Sz3GRN
Express Way | https://t.co/DdPensGoVM https://t.co/e1n4BO156C"
104,1529562653764509696,2022-05-25 20:38:49,Kenya,"He will still have to drop the cerelac baby and Wetangula's images from his campaign posters if he wishes to attract the village elders attention, because those are the only people that can play in his league. https://t.co/LDY8ZQfERZ"
105,1529562463972298759,2022-05-25 20:38:03,Somalia,"President @HassanSMohamud  gave us a glimpse of what his priorities are for the nation. The appointments he made so far speak of the level of seriousness the president has for the following issues:
1. National security 
2. Droughts
3. Somalia -Somaliland issue
4. The economy https://t.co/HpmGCgR3fg"
106,1529561974795010048,2022-05-25 20:36:07,Kenya,"Cow for Ksh150,000.00 @ all in Kakamega. cash on delivery
Order : https://t.co/eHN6H1d9WG
Use App : https://t.co/L7r2Sz4eHl
Express Way | https://t.co/DdPensGWLk https://t.co/FFrR12dTTK"
107,1529561730355200000,2022-05-25 20:35:09,"Nairobi, Kenya","Kenyan brands disrupt using technology in post Covid economy
 https://t.co/PM5sDp7H6f"
108,1529560947760984064,2022-05-25 20:32:02,Kenya,"Bone Cutter for Ksh64,000.00 @ Per Machine in Nairobi. 
Order : https://t.co/j9oa32h3Rq
Use App : https://t.co/L7r2Sz4eHl
Express Way | https://t.co/DdPensGWLk https://t.co/bC2LbMXYQ7"
109,1529560127442911234,2022-05-25 20:28:46,Kenya,Say politicians should campaign on the manifestos they have for the people. https://t.co/5VfLa1fM2j
110,1529559946953883648,2022-05-25 20:28:03,Kenya,"Kienyeji eggs for Ksh400.00 @ tray in Ngong town. Quality kienyeji eggs guaranteed at a tray per day
Order : https://t.co/QiuNgesifm
Use App : https://t.co/L7r2Sz4eHl
Express Way | https://t.co/DdPensGWLk https://t.co/bP74W2ijFI"
111,1529559652672880640,2022-05-25 20:26:53,Somalia,"I don't understand why my Somali people choose to struggle, deal endless hardships everyday, division, poverty, to be the image for bad things?
Somalis you've the resources, the land, the manpower to enjoy the best living condition in the world.
Why choose hardships &amp; struggle?"
